external_ref,subject,outcome_id,licence_classification,basis,rewritten,exact,normalized,shingle,semantic,marking_spec,verified,paid_selection_eligible,status_label
C10-2627-MATH-REQ032-REASS-006,Mathematics,12cd0743-df5f-45ee-b771-03dfadaa392d,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.3742,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ032-REASS-009,Mathematics,12cd0743-df5f-45ee-b771-03dfadaa392d,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.2978,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ034-DIAG-001,Mathematics,5dc9c499-dd5a-4bec-acdb-ff94cba8191b,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.3989,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ034-DIAG-002,Mathematics,5dc9c499-dd5a-4bec-acdb-ff94cba8191b,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.3241,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ034-DIAG-004,Mathematics,5dc9c499-dd5a-4bec-acdb-ff94cba8191b,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.3944,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ034-DIAG-005,Mathematics,5dc9c499-dd5a-4bec-acdb-ff94cba8191b,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.3693,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ034-REASS-001,Mathematics,5dc9c499-dd5a-4bec-acdb-ff94cba8191b,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.5292,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ034-REASS-002,Mathematics,5dc9c499-dd5a-4bec-acdb-ff94cba8191b,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.329,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ034-REASS-004,Mathematics,5dc9c499-dd5a-4bec-acdb-ff94cba8191b,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.3282,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ034-REASS-005,Mathematics,5dc9c499-dd5a-4bec-acdb-ff94cba8191b,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,True,False,False,0.0,0.2092,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ034-REASS-006,Mathematics,5dc9c499-dd5a-4bec-acdb-ff94cba8191b,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.4132,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ034-REASS-007,Mathematics,5dc9c499-dd5a-4bec-acdb-ff94cba8191b,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.3764,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ036-DIAG-001,Mathematics,e5500b35-cb38-4e79-8006-7a3867749440,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.2965,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ036-DIAG-002,Mathematics,e5500b35-cb38-4e79-8006-7a3867749440,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.3679,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ036-DIAG-004,Mathematics,e5500b35-cb38-4e79-8006-7a3867749440,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.3076,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ036-DIAG-005,Mathematics,e5500b35-cb38-4e79-8006-7a3867749440,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.4035,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ036-REASS-001,Mathematics,e5500b35-cb38-4e79-8006-7a3867749440,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.3223,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ036-REASS-002,Mathematics,e5500b35-cb38-4e79-8006-7a3867749440,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.4153,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ036-REASS-004,Mathematics,e5500b35-cb38-4e79-8006-7a3867749440,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0443,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ036-REASS-005,Mathematics,e5500b35-cb38-4e79-8006-7a3867749440,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.3207,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ036-REASS-006,Mathematics,e5500b35-cb38-4e79-8006-7a3867749440,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.345,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ036-REASS-007,Mathematics,e5500b35-cb38-4e79-8006-7a3867749440,ORIGINAL_EDUOS_CONTENT,conceptual_restatement,False,False,False,0.0,0.1482,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ037-DIAG-001,Mathematics,7290fbf4-edd2-45de-b1ad-4a05780e93ee,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0786,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ037-DIAG-002,Mathematics,7290fbf4-edd2-45de-b1ad-4a05780e93ee,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ037-DIAG-004,Mathematics,7290fbf4-edd2-45de-b1ad-4a05780e93ee,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ037-DIAG-005,Mathematics,7290fbf4-edd2-45de-b1ad-4a05780e93ee,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0488,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ037-REASS-001,Mathematics,7290fbf4-edd2-45de-b1ad-4a05780e93ee,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0733,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ037-REASS-002,Mathematics,7290fbf4-edd2-45de-b1ad-4a05780e93ee,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.1482,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ037-REASS-004,Mathematics,7290fbf4-edd2-45de-b1ad-4a05780e93ee,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0801,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ037-REASS-005,Mathematics,7290fbf4-edd2-45de-b1ad-4a05780e93ee,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0786,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ037-REASS-006,Mathematics,7290fbf4-edd2-45de-b1ad-4a05780e93ee,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0816,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ037-REASS-010,Mathematics,7290fbf4-edd2-45de-b1ad-4a05780e93ee,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ038-DIAG-001,Mathematics,5514e23f-ef3d-4526-8aee-f7a70171d8d4,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0962,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ038-DIAG-002,Mathematics,5514e23f-ef3d-4526-8aee-f7a70171d8d4,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0913,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ038-DIAG-004,Mathematics,5514e23f-ef3d-4526-8aee-f7a70171d8d4,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0556,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ038-DIAG-005,Mathematics,5514e23f-ef3d-4526-8aee-f7a70171d8d4,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.068,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ038-REASS-001,Mathematics,5514e23f-ef3d-4526-8aee-f7a70171d8d4,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.1021,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ038-REASS-002,Mathematics,5514e23f-ef3d-4526-8aee-f7a70171d8d4,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0786,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ038-REASS-004,Mathematics,5514e23f-ef3d-4526-8aee-f7a70171d8d4,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0772,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ038-REASS-005,Mathematics,5514e23f-ef3d-4526-8aee-f7a70171d8d4,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0711,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ038-REASS-006,Mathematics,5514e23f-ef3d-4526-8aee-f7a70171d8d4,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0662,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-MATH-REQ038-REASS-007,Mathematics,5514e23f-ef3d-4526-8aee-f7a70171d8d4,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0891,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ022-REASS-001,Science,b076ee43-f955-4415-a98f-d9a19f33d0df,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0896,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ037-DIAG-001,Science,f9d71c13-b5d2-4ac2-9030-aa9b3aadf7e4,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.3067,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ037-DIAG-003,Science,00c969e0-e024-48cd-89b0-f62a09b9a33a,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.3172,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ037-DIAG-004,Science,00c969e0-e024-48cd-89b0-f62a09b9a33a,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.138,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ037-REASS-001,Science,f9d71c13-b5d2-4ac2-9030-aa9b3aadf7e4,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.287,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ037-REASS-002,Science,f9d71c13-b5d2-4ac2-9030-aa9b3aadf7e4,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.3368,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ037-REASS-004,Science,f9d71c13-b5d2-4ac2-9030-aa9b3aadf7e4,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ037-REASS-006,Science,00c969e0-e024-48cd-89b0-f62a09b9a33a,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.3243,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ037-REASS-007,Science,00c969e0-e024-48cd-89b0-f62a09b9a33a,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.1734,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ037-REASS-009,Science,00c969e0-e024-48cd-89b0-f62a09b9a33a,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ039-DIAG-001,Science,95f23b55-eed6-469f-b295-f85d1554f5fb,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.1502,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ039-DIAG-003,Science,cd07b7e9-aebd-4871-86b8-a1b366799fce,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ039-REASS-001,Science,95f23b55-eed6-469f-b295-f85d1554f5fb,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.273,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ039-REASS-002,Science,95f23b55-eed6-469f-b295-f85d1554f5fb,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ039-REASS-004,Science,95f23b55-eed6-469f-b295-f85d1554f5fb,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ039-REASS-006,Science,cd07b7e9-aebd-4871-86b8-a1b366799fce,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0458,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ039-REASS-007,Science,cd07b7e9-aebd-4871-86b8-a1b366799fce,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0825,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ039-REASS-009,Science,cd07b7e9-aebd-4871-86b8-a1b366799fce,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ041-DIAG-002,Science,47b3b487-b73e-4e20-b24a-3365f2695a1b,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.063,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ041-REASS-001,Science,47b3b487-b73e-4e20-b24a-3365f2695a1b,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0733,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ041-REASS-003,Science,47b3b487-b73e-4e20-b24a-3365f2695a1b,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0984,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ042-REASS-001,Science,48cea350-651c-4314-a694-b55a4e901191,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.069,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ042-REASS-002,Science,48cea350-651c-4314-a694-b55a4e901191,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.068,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ042-REASS-003,Science,48cea350-651c-4314-a694-b55a4e901191,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0851,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ042-REASS-004,Science,48cea350-651c-4314-a694-b55a4e901191,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ043-DIAG-001,Science,916e28d1-e41a-4a89-98b4-673683204179,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0738,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ043-DIAG-003,Science,f4dce651-899c-4581-add5-4cffc05786a7,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ043-REASS-001,Science,916e28d1-e41a-4a89-98b4-673683204179,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0398,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ043-REASS-002,Science,916e28d1-e41a-4a89-98b4-673683204179,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.074,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ043-REASS-004,Science,916e28d1-e41a-4a89-98b4-673683204179,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0349,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ043-REASS-006,Science,f4dce651-899c-4581-add5-4cffc05786a7,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ043-REASS-007,Science,f4dce651-899c-4581-add5-4cffc05786a7,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0943,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ043-REASS-009,Science,f4dce651-899c-4581-add5-4cffc05786a7,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-DIAG-001,Science,3562d84b-cfd5-4f05-815a-4de87bcf1553,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0488,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-DIAG-002,Science,3562d84b-cfd5-4f05-815a-4de87bcf1553,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0557,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-DIAG-004,Science,3562d84b-cfd5-4f05-815a-4de87bcf1553,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-DIAG-005,Science,3562d84b-cfd5-4f05-815a-4de87bcf1553,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-DIAG-008,Science,a502f5d5-b310-439f-a0c8-99083514dfaa,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-DIAG-009,Science,a502f5d5-b310-439f-a0c8-99083514dfaa,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-DIAG-011,Science,a502f5d5-b310-439f-a0c8-99083514dfaa,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-DIAG-012,Science,a502f5d5-b310-439f-a0c8-99083514dfaa,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0496,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-REASS-001,Science,3562d84b-cfd5-4f05-815a-4de87bcf1553,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0514,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-REASS-002,Science,3562d84b-cfd5-4f05-815a-4de87bcf1553,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-REASS-004,Science,3562d84b-cfd5-4f05-815a-4de87bcf1553,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0593,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-REASS-005,Science,3562d84b-cfd5-4f05-815a-4de87bcf1553,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-REASS-006,Science,3562d84b-cfd5-4f05-815a-4de87bcf1553,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-REASS-010,Science,3562d84b-cfd5-4f05-815a-4de87bcf1553,ORIGINAL_EDUOS_CONTENT,conceptual_restatement,False,False,False,0.0,0.0,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-REASS-011,Science,a502f5d5-b310-439f-a0c8-99083514dfaa,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-REASS-012,Science,a502f5d5-b310-439f-a0c8-99083514dfaa,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-REASS-014,Science,a502f5d5-b310-439f-a0c8-99083514dfaa,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-REASS-015,Science,a502f5d5-b310-439f-a0c8-99083514dfaa,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.1048,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-REASS-019,Science,a502f5d5-b310-439f-a0c8-99083514dfaa,ORIGINAL_EDUOS_CONTENT,numeric_values_restated,False,False,False,0.0,0.0,not_required,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
C10-2627-SCI-REQ045-REASS-020,Science,a502f5d5-b310-439f-a0c8-99083514dfaa,FACT_OR_FORMULA_ONLY,numeric_values_restated,False,False,False,0.0,0.0,present,True,False,FOUNDER_AUTHORIZED_AUTOMATED_PROVISIONAL
