question_id,subject,unit,chapter,topic_atom,outcome_code,outcome,official_requirement_ids,official_source_reference,kind,difficulty,marks,pool,stimulus,prompt,options,correct_answer,explanation,scoring_rule,current_status,automated_blockers,automated_warnings,sme_decision,sme_correction,sme_comment,sme_name,sme_qualification,sme_signature_date
"C10-2627-SCI-REQ042-REASS-001","Science","Effects of Current","Electricity","Heating Effect of Electric Current","LO_11.2.1.1","Apply Joule's Law of Heating and compute commercial electrical energy consumption in kWh.","REQ_SCI_2026_042","Science_SecP1_2026-27.pdf Page 7","short_answer","3","3","FRESH_REASSESSMENT","","Four bulbs of 100 W each are used for 5 hours a day. Find the electrical energy consumed in 30 days, in kilowatt hours.","","60 kWh","Energy = 4 x 100 x 5 x 30 watt hour = 60000 Wh = 60 kWh.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-SCI-REQ042-REASS-002","Science","Effects of Current","Electricity","Heating Effect of Electric Current","LO_11.2.1.1","Apply Joule's Law of Heating and compute commercial electrical energy consumption in kWh.","REQ_SCI_2026_042","Science_SecP1_2026-27.pdf Page 7","short_answer","3","3","FRESH_REASSESSMENT","","An electric heater of 1500 W runs for 2 hours a day for 20 days. If the tariff is 6 rupees per unit, find the total cost.","","360 rupees","Energy = 1.5 x 2 x 20 = 60 kWh, so the cost is 60 x 6 = 360 rupees.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-SCI-REQ042-REASS-003","Science","Effects of Current","Electricity","Heating Effect of Electric Current","LO_11.2.1.1","Apply Joule's Law of Heating and compute commercial electrical energy consumption in kWh.","REQ_SCI_2026_042","Science_SecP1_2026-27.pdf Page 7","short_answer","2","2","FRESH_REASSESSMENT","","An appliance draws a current of 5 A from a 220 V supply. Find its power.","","1100 W","Electric power is the product of the potential difference and the current, so P = VI = 220 x 5 = 1100 watt, that is 1.1 kilowatt.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-SCI-REQ042-REASS-004","Science","Effects of Current","Electricity","Heating Effect of Electric Current","LO_11.2.1.1","Apply Joule's Law of Heating and compute commercial electrical energy consumption in kWh.","REQ_SCI_2026_042","Science_SecP1_2026-27.pdf Page 7","case_study","3","3","FRESH_REASSESSMENT","","The heating element of an electric iron is made of an alloy while its connecting cable is made of copper.  Explain this choice of materials in terms of the heating effect of current.","","The alloy has a high resistivity and a high melting point so it produces the heat, while copper has a very low resistivity so the cable stays cool.","Heat produced varies as I^2 R t. A high resistance element dissipates a large amount of heat and its high melting point prevents it from melting, whereas the low resistance copper cable dissipates very little heat and conducts the current safely.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","STIMULUS_EMBEDDED","","","","","",""
"C10-2627-SCI-REQ042-REASS-005","Science","Effects of Current","Electricity","Heating Effect of Electric Current","LO_11.2.1.1","Apply Joule's Law of Heating and compute commercial electrical energy consumption in kWh.","REQ_SCI_2026_042","Science_SecP1_2026-27.pdf Page 7","assertion_reason","3","1","FRESH_REASSESSMENT","","Assertion (A): Doubling the current through a fixed resistor for the same time makes the heat produced four times as great. Reason (R): The heat produced in a resistor is proportional to the square of the current. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","Since H = I^2 R t, replacing I by 2I multiplies the heat by 2^2 = 4 when R and t are unchanged.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ043-DIAG-001","Science","Effects of Current","Magnetic Effects of Electric Current","Magnetic Field and Field Lines","LO_12.1.1.1","Determine magnetic field patterns using Right-Hand Thumb Rule for straight conductors, circular loops, and solenoids.","REQ_SCI_2026_043","Science_SecP1_2026-27.pdf Page 7","short_answer","2","3","DIAGNOSTIC","","State the right-hand thumb rule and use it to describe the field around a long straight wire carrying current vertically upwards, as seen from above.","","The field lines are concentric circles around the wire, directed anticlockwise when seen from above.","If the wire is grasped in the right hand with the thumb pointing along the current, the curled fingers give the direction of the field. With the current upwards, the field circles the wire anticlockwise when viewed from above.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ043-DIAG-002","Science","Effects of Current","Magnetic Effects of Electric Current","Magnetic Field and Field Lines","LO_12.1.1.1","Determine magnetic field patterns using Right-Hand Thumb Rule for straight conductors, circular loops, and solenoids.","REQ_SCI_2026_043","Science_SecP1_2026-27.pdf Page 7","mcq","2","1","DIAGNOSTIC","","Two magnetic field lines can never intersect each other because","field lines are only imaginary and have no direction | at the point of intersection the field would have two directions, which is impossible | field lines always begin at the south pole | the field is strongest at points of intersection","at the point of intersection the field would have two directions, which is impossible","The tangent to a field line gives the direction of the field at that point, and the field at a point can have only one direction.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ043-DIAG-003","Science","Effects of Current","Magnetic Effects of Electric Current","Force on a Current-Carrying Conductor and Domestic Circuits","LO_12.2.1.1","Apply Fleming's Left-Hand Rule to force vectors and detail safety features in domestic electric circuits.","REQ_SCI_2026_043 | REQ_SCI_2026_044","Science_SecP1_2026-27.pdf Page 7","short_answer","3","3","DIAGNOSTIC","","State Fleming's left-hand rule and name the quantity indicated by each of the three fingers.","","With the thumb, forefinger and middle finger of the left hand held mutually perpendicular, the forefinger shows the field, the middle finger the current and the thumb the force.","The rule gives the direction of the force on a current-carrying conductor placed in a magnetic field: forefinger for field, central finger for current and thumb for the resulting motion or force.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ043-DIAG-004","Science","Effects of Current","Magnetic Effects of Electric Current","Force on a Current-Carrying Conductor and Domestic Circuits","LO_12.2.1.1","Apply Fleming's Left-Hand Rule to force vectors and detail safety features in domestic electric circuits.","REQ_SCI_2026_043 | REQ_SCI_2026_044","Science_SecP1_2026-27.pdf Page 7","mcq","2","1","DIAGNOSTIC","","The earth wire in a domestic circuit is provided mainly to","convert alternating current to direct current | give a low resistance path to earth so that the metal body of an appliance stays at earth potential | increase the current supplied to the appliance | reduce the electricity bill","give a low resistance path to earth so that the metal body of an appliance stays at earth potential","If a live wire touches the metal casing, the earth wire carries the current safely to the ground, preventing a severe shock to the user.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ043-REASS-001","Science","Effects of Current","Magnetic Effects of Electric Current","Magnetic Field and Field Lines","LO_12.1.1.1","Determine magnetic field patterns using Right-Hand Thumb Rule for straight conductors, circular loops, and solenoids.","REQ_SCI_2026_043","Science_SecP1_2026-27.pdf Page 7","short_answer","3","3","FRESH_REASSESSMENT","","Describe the magnetic field inside a current-carrying solenoid and state one use of this arrangement.","","The field inside is uniform and parallel to the axis, resembling that of a bar magnet; it is used to magnetise a soft iron core to form an electromagnet.","Inside a long solenoid the field lines are straight, equally spaced and parallel, so the field is uniform. Placing a soft iron core inside makes a strong electromagnet used in devices such as electric bells.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ043-REASS-002","Science","Effects of Current","Magnetic Effects of Electric Current","Magnetic Field and Field Lines","LO_12.1.1.1","Determine magnetic field patterns using Right-Hand Thumb Rule for straight conductors, circular loops, and solenoids.","REQ_SCI_2026_043","Science_SecP1_2026-27.pdf Page 7","short_answer","3","3","FRESH_REASSESSMENT","","How does the strength of the magnetic field at the centre of a circular current-carrying loop change if the number of turns is increased from 1 to 5, the current remaining unchanged?","","It becomes five times as strong.","The fields due to the individual turns are in the same direction at the centre and add, so with n turns the field is n times that of a single turn.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-SCI-REQ043-REASS-003","Science","Effects of Current","Magnetic Effects of Electric Current","Magnetic Field and Field Lines","LO_12.1.1.1","Determine magnetic field patterns using Right-Hand Thumb Rule for straight conductors, circular loops, and solenoids.","REQ_SCI_2026_043","Science_SecP1_2026-27.pdf Page 7","mcq","2","1","FRESH_REASSESSMENT","","Outside a bar magnet, the magnetic field lines are directed","from the middle of the magnet outwards | randomly in all directions | from the north pole to the south pole | from the south pole to the north pole","from the north pole to the south pole","By convention field lines emerge from the north pole and enter the south pole outside the magnet, completing the loop inside it.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ043-REASS-004","Science","Effects of Current","Magnetic Effects of Electric Current","Magnetic Field and Field Lines","LO_12.1.1.1","Determine magnetic field patterns using Right-Hand Thumb Rule for straight conductors, circular loops, and solenoids.","REQ_SCI_2026_043","Science_SecP1_2026-27.pdf Page 7","case_study","3","3","FRESH_REASSESSMENT","","A small compass is placed near a straight horizontal wire. When the switch is closed and current flows, the compass needle is deflected.  What does this observation establish, and what happens if the direction of the current is reversed?","","It establishes that a current-carrying conductor produces a magnetic field; reversing the current reverses the deflection.","The deflection shows a magnetic field exists around the conductor. Because the direction of the field follows the right-hand thumb rule, reversing the current reverses the field and hence the direction of the needle's deflection.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","STIMULUS_EMBEDDED","","","","","",""
"C10-2627-SCI-REQ043-REASS-005","Science","Effects of Current","Magnetic Effects of Electric Current","Magnetic Field and Field Lines","LO_12.1.1.1","Determine magnetic field patterns using Right-Hand Thumb Rule for straight conductors, circular loops, and solenoids.","REQ_SCI_2026_043","Science_SecP1_2026-27.pdf Page 7","assertion_reason","2","1","FRESH_REASSESSMENT","","Assertion (A): The magnetic field is stronger where the field lines are crowded together. Reason (R): The number of field lines per unit area represents the strength of the field. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","Closely spaced lines mean more lines cross unit area, which by convention represents a stronger field.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ043-REASS-006","Science","Effects of Current","Magnetic Effects of Electric Current","Force on a Current-Carrying Conductor and Domestic Circuits","LO_12.2.1.1","Apply Fleming's Left-Hand Rule to force vectors and detail safety features in domestic electric circuits.","REQ_SCI_2026_043 | REQ_SCI_2026_044","Science_SecP1_2026-27.pdf Page 7","short_answer","3","3","FRESH_REASSESSMENT","","Explain the function of a fuse in a domestic circuit and state the property of the fuse wire that makes it suitable.","","It melts and breaks the circuit when the current exceeds a safe value; the fuse wire has a low melting point and suitable resistance.","During a short circuit or overload the current rises sharply and the heat produced, being proportional to I^2 R t, melts the thin fuse wire, breaking the circuit and protecting the appliances and wiring.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ043-REASS-007","Science","Effects of Current","Magnetic Effects of Electric Current","Force on a Current-Carrying Conductor and Domestic Circuits","LO_12.2.1.1","Apply Fleming's Left-Hand Rule to force vectors and detail safety features in domestic electric circuits.","REQ_SCI_2026_043 | REQ_SCI_2026_044","Science_SecP1_2026-27.pdf Page 7","short_answer","3","3","FRESH_REASSESSMENT","","A straight conductor carrying current from north to south is placed in a magnetic field directed vertically downwards. Use Fleming's left-hand rule to find the direction of the force on the conductor.","","The force acts towards the east.","With the forefinger pointing downwards for the field and the middle finger pointing from north to south for the current, the thumb of the left hand points towards the east, giving the direction of the force.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ043-REASS-008","Science","Effects of Current","Magnetic Effects of Electric Current","Force on a Current-Carrying Conductor and Domestic Circuits","LO_12.2.1.1","Apply Fleming's Left-Hand Rule to force vectors and detail safety features in domestic electric circuits.","REQ_SCI_2026_043 | REQ_SCI_2026_044","Science_SecP1_2026-27.pdf Page 7","mcq","2","1","FRESH_REASSESSMENT","","Overloading of a domestic circuit occurs mainly when","the earth wire is properly connected | a fuse of correct rating is used | the live and neutral wires are correctly insulated | too many appliances of high power are used on the same circuit at once","too many appliances of high power are used on the same circuit at once","Each appliance draws current in parallel, so running several high power appliances together raises the total current beyond the safe rating of the wiring.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ043-REASS-009","Science","Effects of Current","Magnetic Effects of Electric Current","Force on a Current-Carrying Conductor and Domestic Circuits","LO_12.2.1.1","Apply Fleming's Left-Hand Rule to force vectors and detail safety features in domestic electric circuits.","REQ_SCI_2026_043 | REQ_SCI_2026_044","Science_SecP1_2026-27.pdf Page 7","case_study","3","3","FRESH_REASSESSMENT","","In a household wiring system the live wire, the neutral wire and the earth wire are given different coloured insulation, and appliances are connected in parallel.  Give two reasons for connecting domestic appliances in parallel.","","Each appliance gets the full supply voltage, and each can be switched on or off independently without affecting the others.","A parallel arrangement keeps the potential difference across every appliance equal to the supply voltage and allows separate switches, so a fault in one branch does not stop the rest of the circuit.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","STIMULUS_EMBEDDED","","","","","",""
"C10-2627-SCI-REQ043-REASS-010","Science","Effects of Current","Magnetic Effects of Electric Current","Force on a Current-Carrying Conductor and Domestic Circuits","LO_12.2.1.1","Apply Fleming's Left-Hand Rule to force vectors and detail safety features in domestic electric circuits.","REQ_SCI_2026_043 | REQ_SCI_2026_044","Science_SecP1_2026-27.pdf Page 7","assertion_reason","3","1","FRESH_REASSESSMENT","","Assertion (A): A fuse is always connected in the live wire of a circuit. Reason (R): Placing the fuse in the live wire disconnects the supply from the appliance when the fuse blows. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","If the fuse were in the neutral wire the appliance would remain connected to the live supply even after the fuse melts, leaving it dangerous to touch.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-DIAG-001","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","3","3","DIAGNOSTIC","","In a food chain the producers capture 10000 J of energy. Using the ten per cent law, find the energy available to the third trophic level.","","100 J","Only about ten per cent passes to each successive level, so 10000 J gives 1000 J at the second level and 100 J at the third.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-SCI-REQ045-DIAG-002","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","2","2","DIAGNOSTIC","","Name the two broad components of an ecosystem and give one example of each.","","Biotic components such as plants and animals, and abiotic components such as air, water, soil and temperature.","An ecosystem consists of all the living organisms in an area together with the non-living physical factors with which they interact.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-DIAG-003","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","mcq","1","1","DIAGNOSTIC","","Organisms that break down dead remains and return nutrients to the soil are called","top carnivores | decomposers | producers | herbivores","decomposers","Bacteria and fungi decompose dead organic matter and recycle nutrients into the environment.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-DIAG-004","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","case_study","4","4","DIAGNOSTIC","","A pesticide sprayed on a crop field is washed into a nearby pond. Traces are later found in the water, then in small fish, and finally in fish-eating birds, where the concentration is highest.  Name this phenomenon and explain why the concentration rises along the chain.","","Biological magnification; the chemical is not degraded or excreted, so it accumulates at each higher trophic level.","Because the pesticide is non-biodegradable, each consumer takes in the whole quantity present in the many organisms it eats but excretes very little, so the concentration in body tissues increases at every successive trophic level.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","STIMULUS_EMBEDDED","","","","","",""
"C10-2627-SCI-REQ045-DIAG-005","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","3","3","DIAGNOSTIC","","Explain why food chains in nature usually consist of only three or four trophic levels.","","Because only about ten per cent of the energy is transferred at each step, too little energy remains to support further levels.","The loss of energy as heat and in life processes at every transfer means the energy available shrinks rapidly, so beyond three or four levels there is not enough to sustain a population.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-SCI-REQ045-DIAG-006","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","assertion_reason","2","1","DIAGNOSTIC","","Assertion (A): The flow of energy in an ecosystem is unidirectional. Reason (R): Energy enters as sunlight, passes through the trophic levels and is finally lost as heat. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","Energy is not returned to the sun, so it flows in one direction only, unlike nutrients which are recycled.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-DIAG-007","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","true_false","1","1","DIAGNOSTIC","","State whether the following is true or false, and justify in one line: Green plants occupy the first trophic level in a food chain.","True | False","True","Green plants are producers that capture solar energy, so they form the first trophic level.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-DIAG-008","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","3","3","DIAGNOSTIC","","Explain briefly how ozone is formed in the upper atmosphere and state why the ozone layer is important.","","High energy ultraviolet radiation splits oxygen molecules into free atoms which combine with oxygen molecules to form ozone; the layer shields living organisms from harmful ultraviolet radiation.","Ultraviolet radiation dissociates O2 into atomic oxygen, and these atoms combine with further O2 molecules to give O3. The resulting layer absorbs most of the harmful ultraviolet radiation that would otherwise cause skin cancer and damage crops.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-DIAG-009","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","3","3","DIAGNOSTIC","","Name the class of synthetic chemicals chiefly responsible for depleting the ozone layer and state one common use that has now been restricted.","","Chlorofluorocarbons; they were widely used as refrigerants and as propellants in aerosol sprays.","Chlorofluorocarbons are very stable and drift to the stratosphere, where ultraviolet radiation releases chlorine atoms that destroy ozone molecules. Their production has therefore been frozen and phased down internationally.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-DIAG-010","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","mcq","1","1","DIAGNOSTIC","","Which of the following is a biodegradable waste?","glass bottle | vegetable peel | polythene bag | aluminium can","vegetable peel","Vegetable peel is broken down by the action of microorganisms, while the other items are not.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-DIAG-011","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","case_study","3","3","DIAGNOSTIC","","A residential colony collects all its household waste in a single bin and sends it to a landfill. Residents notice a persistent stench and choked drains.  Suggest one practical change in waste handling and explain how it helps.","","Segregate the waste into biodegradable and non-biodegradable fractions; the biodegradable part can be composted while the rest is recycled, reducing the load on the landfill.","Separating the waste at source allows kitchen waste to be turned into compost and plastics, metals and glass to be sent for recycling, so far less material rots in the landfill and drains stay clear.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","STIMULUS_EMBEDDED","","","","","",""
"C10-2627-SCI-REQ045-DIAG-012","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","3","3","DIAGNOSTIC","","State two harmful effects of accumulating non-biodegradable waste in the environment.","","It persists for a very long time and enters food chains causing biological magnification, and it chokes drains and soil, harming animals that ingest it.","Because microorganisms cannot break these materials down, they remain in the soil and water for decades, block drainage, injure or kill animals that swallow them, and pass along food chains where their concentration increases.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-DIAG-013","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","assertion_reason","3","1","DIAGNOSTIC","","Assertion (A): The use of chlorofluorocarbons has been restricted worldwide. Reason (R): Chlorofluorocarbons release chlorine atoms in the stratosphere that break down ozone molecules. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","Because a single chlorine atom can destroy many ozone molecules, restricting these compounds is the direct means of protecting the ozone layer.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-DIAG-014","Science","Natural Resources","Our Environment","How do Our Activities Affect the Environment?","LO_13.2.1.1","Explain ozone formation/CFC destruction and compare biodegradable vs non-biodegradable waste impacts.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","true_false","2","1","DIAGNOSTIC","","State whether the following is true or false, and justify in one line: Ozone at ground level is beneficial to human health in the same way as stratospheric ozone.","True | False","False","Ozone in the stratosphere shields us from ultraviolet radiation, but at ground level it is a harmful pollutant that irritates the lungs.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-001","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","3","3","FRESH_REASSESSMENT","","The producers of a food chain trap 20000 J of solar energy. Using the ten per cent law, find the energy available to the fourth trophic level.","","20 J","Each transfer retains one tenth, so the levels hold 20000 J, 2000 J, 200 J and 20 J respectively.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-SCI-REQ045-REASS-002","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","3","3","FRESH_REASSESSMENT","","Distinguish between a food chain and a food web in one sentence each, giving one advantage of a food web.","","A food chain is a single linear sequence of who eats whom, while a food web is the network of interconnected chains; the web gives an organism alternative food sources and so greater stability.","In nature most organisms feed on more than one type of food, so the many chains interlink to form a web, which makes the ecosystem less vulnerable to the loss of a single species.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-003","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","mcq","2","1","FRESH_REASSESSMENT","","In the food chain grass to grasshopper to frog to snake, the frog occupies the","second trophic level | fourth trophic level | third trophic level | first trophic level","third trophic level","Grass is the first level, the grasshopper the second and the frog the third.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-SCI-REQ045-REASS-004","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","case_study","4","4","FRESH_REASSESSMENT","","A pond receives a discharge containing a non-biodegradable heavy metal. Concentrations are measured as 0.02 parts per million in the water, 0.5 in small fish and 8 in the birds that eat those fish.  Which trophic level is at greatest risk, and what property of the pollutant explains the pattern?","","The birds, because the pollutant is non-biodegradable and undergoes biological magnification.","The pollutant cannot be broken down or excreted, so it accumulates in tissues and its concentration increases sharply at each higher level, leaving the top consumers most affected.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","STIMULUS_EMBEDDED","","","","","",""
"C10-2627-SCI-REQ045-REASS-005","Science","Natural Resources","Our Environment","Ecosystem – What are its Components?","LO_13.1.1.1","Apply Lindeman's 10% Energy Law to food chains and evaluate biological magnification.","REQ_SCI_2026_045 | REQ_SCI_2026_046","Science_SecP1_2026-27.pdf Page 8","short_answer","3","3","FRESH_REASSESSMENT","","If 5000 J of energy is available at the second trophic level, how much reaches the fourth trophic level under the ten per cent law?","","50 J","From the second to the third level 500 J is transferred, and from the third to the fourth 50 J.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
