year,subject,subject_code,archive,pdf_entry,pages,max_marks,set_series,language,exam_type,status,exclusion_reason,sha256
2024,Mathematics Standard,041,041_Mathematics_Standard_2024-extracted,2024/041_Mathematics_Standard_2024-extracted/MATHEMATICS_STANDARD/30-3-3(Mathematics Standard).pdf,24,,30/3/3,English/Hindi,MAIN,ACCEPTED,,9f587b5b79c7cbf6891e4790d2fbf59c58a3ea7372f15327907cb6ee5d6ada41
2024,Mathematics Standard,041,041_Mathematics_Standard_2024-extracted,2024/041_Mathematics_Standard_2024-extracted/MATHEMATICS_STANDARD/30-4-1(Mathematics Standard).pdf,23,8,30/4/1,English/Hindi,MAIN,ACCEPTED,,ed8e3b828e67c4c53667888a736410d4b2b0969461e20fd4e0a2ddfcf576215e
2024,Mathematics Standard,041,041_Mathematics_Standard_2024-extracted,2024/041_Mathematics_Standard_2024-extracted/MATHEMATICS_STANDARD/30-4-2(Mathematics Standard).pdf,23,8,30/4/2,English/Hindi,MAIN,ACCEPTED,,5ed22872139e821fcbffa0975b1c8a1adbc063302782c907429497f07df4af1a
2024,Mathematics Standard,041,041_Mathematics_Standard_2024-extracted,2024/041_Mathematics_Standard_2024-extracted/MATHEMATICS_STANDARD/30-4-3(Mathematics Standard).pdf,23,8,30/4/3,English/Hindi,MAIN,ACCEPTED,,095ffd2ce52c6bd2fcc11cfb3678193601e155ab60e90243eda6f3f6f960b760
2024,Mathematics Standard,041,041_Mathematics_Standard_2024-extracted,2024/041_Mathematics_Standard_2024-extracted/MATHEMATICS_STANDARD/30-5-1(Mathematics Standard).pdf,23,8,30/5/1,English/Hindi,MAIN,ACCEPTED,,59fc6a837a0ca530a49390df931948e89faf8b09caa8b1d566eee89fe3e911fc
2024,Mathematics Standard,041,041_Mathematics_Standard_2024-extracted,2024/041_Mathematics_Standard_2024-extracted/MATHEMATICS_STANDARD/30-5-2(Mathematics Standard).pdf,23,8,30/5/2,English/Hindi,MAIN,ACCEPTED,,1cbbc30e274401983eba7159e170523477f6a8ce28cfa401303eea47119cbeaf
2024,Mathematics Standard,041,041_Mathematics_Standard_2024-extracted,2024/041_Mathematics_Standard_2024-extracted/MATHEMATICS_STANDARD/30-5-3(Mathematics Standard).pdf,23,8,30/5/3,English/Hindi,MAIN,ACCEPTED,,eea4228445ad22b00425fef674b18165ba7673cb5fd57458e3f955c0e9d38aeb
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_1_1_Science.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,eea42959a1b10e9920bde24702c647f9287cda8f6f4cb676ace25353915384ec
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_1_2_Science.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,32f43e40ef005cd8fc114b8dd88c577232eb302bd77a2f39e305c083091dea5b
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_1_3_Science.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,bded729624b64b495723e55d320acb5aeea8097709a823c9e80998ba2f83305d
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_2_1_Science.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,00a165c8fc4cf7b76d089d3f40aecde872ab468d0fbf3ade67d4d415092f80c7
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_2_2_Science.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,82913fdc743f415c5be4b7b52012cf2a082ecf3044198e66f0154c939b754de5
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_2_3_Science.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,222235f46c22d0a707e98984442a78bbdd658e3b145a4a9dfb7c6eaf9ff90e54
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_3_1_Science.pdf,32,,,English/Hindi,MAIN,ACCEPTED,,9bb300a6f323c6558e2feeff82b335cb7adcb33910390486d72d3af676c1e5f2
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_3_2_Science.pdf,32,,,English/Hindi,MAIN,ACCEPTED,,a5f2e199d8f92cdfaafd8437c1a84c8f14cdf25448525ad63ec6cf107d9bd3b5
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_3_3_Science.pdf,32,,,English/Hindi,MAIN,ACCEPTED,,186bc91dea6552c8240dd88d292389ee0a2e488ac827f006ccbffa018010b4c3
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_4_1_Science.pdf,27,80,14/31/4,English/Hindi,MAIN,ACCEPTED,,fd04b9013bee237bce50b86f12603d9272fc349cff65464ccec65aa1164d7963
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_4_2_Science.pdf,27,80,14/31/4,English/Hindi,MAIN,ACCEPTED,,b1ccff535f14b34d92414c1ef328a8d47343636753cd6551df71e98344edfee7
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_4_3_Science.pdf,27,80,14/31/4,English/Hindi,MAIN,ACCEPTED,,5ce682c98017170cfc23e7fa1ae9defb53628fc1b47987434da4e1790e27f4d6
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_5_1_Science.pdf,27,80,15/31/5,English/Hindi,MAIN,ACCEPTED,,cb164f7cd8bd03723114f7a4a89ff5e3ba55d8d3e3800c82b59e46cd41dad997
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_5_2_Science.pdf,27,80,15/31/5,English/Hindi,MAIN,ACCEPTED,,e228c471510d6561449d62fa6264608782cd490e6d64382efe48c10d8265495e
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_5_3_Science.pdf,27,80,15/31/5,English/Hindi,MAIN,ACCEPTED,,b9a3978a64f49f13284237364e7126235682ff2a55ae92f3d8afb52948af495c
2024,Science,086,086_Science_2024-extracted,2024/086_Science_2024-extracted/SCIENCE/31_B_Science_VI.pdf,31,80,,English/Hindi,MAIN,ACCEPTED,,8afad953d28aefbd2ed318f88aa5360e5ab0a97d470dd20e63817fa54ba5aaaf
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30 B_Maths Std for Visually Impaired.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,6def6a9bfe8b5aa7d65827f4b4cdfe7f3d279c95882528b9eef6b096cf3272e3
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-1-1_Mathematics Standard.pdf,27,80,30/1/1,English/Hindi,MAIN,ACCEPTED,,c249e1a95f731a1835887e9b2f01d76d3cb5102a1e5b5cbfb621fa31551d517f
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-1-2_Mathematics Standard.pdf,27,80,30/1/2,English/Hindi,MAIN,ACCEPTED,,66ed8c466437c9fee3cfbf7970bb4172d308c779b47e3b63890f0d8fe24df41f
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-1-3_Mathematics Standard.pdf,27,80,30/1/3,English/Hindi,MAIN,ACCEPTED,,7a3d47cdc7f70a18818f7b34768c242d6a0a1fa573cf56421035e868d3d49e4d
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-2-1_Mathematics Standard.pdf,27,80,30/2/1,English/Hindi,MAIN,ACCEPTED,,0d6953ff7bb4a3204090d20ca93246bdd940054cf324f65116c99f2d46010183
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-2-2_Mathematics Standard.pdf,27,80,30/2/2,English/Hindi,MAIN,ACCEPTED,,f67172d7ebf997273da0900dbda2587a1cbe6f900b7681cd98816199ad9fbc66
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-2-3_Mathematics Standard.pdf,27,80,30/2/3,English/Hindi,MAIN,ACCEPTED,,1b1596e47bd21438916143c489e059b69bdd179e91fdb08cd028e7e566aca35e
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-3-1_Mathematics Standard.pdf,23,80,30/3/1,English/Hindi,MAIN,ACCEPTED,,bd347122319f66bf47cfa522ab6032a7fc42d6030e89c769b082cd392719f71f
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-3-2_Mathematics Standard.pdf,23,80,30/3/2,English/Hindi,MAIN,ACCEPTED,,528268c80beb931fe13e5947ebd18161ba47446f1fa0ae8f1aaa1fbd7342dab8
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-3-3_Mathematics Standard.pdf,23,80,30/3/3,English/Hindi,MAIN,ACCEPTED,,18b293466100937a8f0c9918139f1c941bb844b4c96951872fd33b0ada06775f
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-4-1_Mathematics Standard.pdf,16,,,English/Hindi,MAIN,ACCEPTED,,ec06dd81a77a060f2b61edc131c4f9dad589760a24cc437a086e75855be88248
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-4-2_Mathematics Standard.pdf,16,,,English/Hindi,MAIN,ACCEPTED,,98bf2733e4db5109fdd6b3d6930108000da8d971498cf3dd68a8a7078045e3f7
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-4-3_Mathematics Standard.pdf,16,,,English/Hindi,MAIN,ACCEPTED,,c11e8640f87e0ea296fd6733dd6082e0ad3377ec37353fe0b95309ee8c3bed70
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-5-1_Mathematics Standard.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,fcdf82751e88b3d04fd58bc2a7aa8016c9540dc54c281efb0f59a357e28542fa
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-5-2_Mathematics Standard.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,6ed30485d6657717f2d657dc9baf1140d97ee335f5dbcabfa6ea1479f534d388
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-5-3_Mathematics Standard.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,2433273bcf1e31028e19ef08e9394a117ba23530da0ec36fe928ad3e199648b0
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-6-1_Mathematics Standard.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,6930c621c8a4171c3626d81e84545e27ed20b5bbf6f003849360e7513a268e09
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-6-2_Mathematics Standard.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,5159602a0575b379635e961d1448b6df05cc3bcd42a8425180eed5cca6726395
2025,Mathematics Standard,041,041_Mathematics_Standard_2025-extracted,2025/041_Mathematics_Standard_2025-extracted/041_Mathematics_Standard/30-6-3_Mathematics Standard.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,4a56cdb2d3f10404d1c5f8f9820e1683072d4d65afc8aec9f798d4b059ac9687
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31 (B)_Science for Visually Impaired Candidates.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,d1a3b01d04aa0816b57ceb39a89d94a28d8d43070fe8dd1de0162edb84efd4ed
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-1-1_Science.pdf,27,80,31/1/1,English/Hindi,MAIN,ACCEPTED,,d753039479520adcf8ca690b7a52208a444fc7160667e12452dc867bec025801
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-1-2_Science.pdf,27,80,31/1/2,English/Hindi,MAIN,ACCEPTED,,3b5264c80994429fe5f3b97b2d1e3013eb3bb6613f1f5714c28a8b7df38a31ff
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-1-3_Science.pdf,27,80,31/1/3,English/Hindi,MAIN,ACCEPTED,,cbef001bb800e24a5006914368c0bbc7f359c7bdea65d873cb3a43109d5c8497
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-2-1_Science.pdf,27,80,31/2/1,English/Hindi,MAIN,ACCEPTED,,2a280593f17d900309e1d76d5535d14600e48fd84a62537087e3c082e915084b
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-2-2_Science.pdf,27,80,31/2/2,English/Hindi,MAIN,ACCEPTED,,f33159efa7bcbcf66e1248b3dadc0cdafa7697d1e6dc5f78c6ed2d140aff003e
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-2-3_Science.pdf,27,80,31/2/3,English/Hindi,MAIN,ACCEPTED,,5286d52444b1519079f478fcca465fa2320deebdb3d1b10ad07955ce2ee6ed8b
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-3-1_Science.pdf,27,80,31/3/1,English/Hindi,MAIN,ACCEPTED,,873921db4406bc53163250a903a7ba793d4cae99c98c23afc411f83592d02a4a
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-3-2_Science.pdf,27,80,31/3/2,English/Hindi,MAIN,ACCEPTED,,a07c512049916b2cc5cb283b4a029eac3342825362a65c7c41634b3dab209a7a
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-3-3_Science.pdf,27,80,31/3/3,English/Hindi,MAIN,ACCEPTED,,3ba6e02953d5e80fe85a8d39366d0ca9b4876c9220d7ad05102d4d389b0a58a9
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-4-1_Science.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,b16399712f56a1305df49db0389a99963fa8130f86193c7927010e277b71fe3e
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-4-2_Science.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,7abf33d2e4436c373854f82629850ce247e33983ba7fe35c45fa9b180c4d9c30
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-4-3_Science.pdf,24,,,English/Hindi,MAIN,ACCEPTED,,a55ea2cd0c5d80f4e398b23b6cfbad7449ed735315792bb41de532dc9b29ff75
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-5-1_Science.pdf,32,,,English/Hindi,MAIN,ACCEPTED,,8c06480c791b851a891c86fa376e61b227db7578ac5c6a5e7d0fbed16b2c58c2
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-5-2_Science.pdf,32,,,English/Hindi,MAIN,ACCEPTED,,ba30fe972014eabcc1decd73ee1850a15606e1bbaed054927d6b8933e3ce85b6
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-5-3_Science.pdf,32,,,English/Hindi,MAIN,ACCEPTED,,2bab427c2eeb50e152d664b96427dc527bcd7b46da0e0df40ba7b7a19a043cf0
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-6-1_Science.pdf,32,,,English/Hindi,MAIN,ACCEPTED,,db5058f7c6545414586910a3ccabf8b0368527ddb53d998eb813287ff81b244e
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-6-2_Science.pdf,32,,,English/Hindi,MAIN,ACCEPTED,,ef1f64a2de6034e19aa4a7dc3e665bc535fea91a56c3dedfa735480068968455
2025,Science,086,086_Science_2025-extracted,2025/086_Science_2025-extracted/086_Science/31-6-3_Science.pdf,32,,,English/Hindi,MAIN,ACCEPTED,,4b96e825bbb71e9d13546a7d3c165481899e8cddc285ab0939cf98350d0e32eb
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1158-1_430-4-1 Mathematics (Basic).pdf,24,80,430/4/1,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,d1911f039ad3ceec4133aa5d066780bdc12857bcf2aa1b9223f3dafcce0bf15f
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1158-2_430-4-2 Mathematics (Basic).pdf,24,80,430/4/2,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,ee10f4d973cc9b5414154c8296d694258ea58c935f53c59ebc0e2aa2d9c76d4e
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1158-3_430-4-3 Mathematics (Basic).pdf,24,80,430/4/3,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,3094172d626d9213a69104b128e49aebcf826a58a51c20c9154c19ba94ba6957
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1159-1_430-5-1 Mathematics (Basic).pdf,24,80,430/5/1,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,6022728fb6f9b4135ae752a3cf7c0ac3bfbf57e95949dbf8446a73c7fe37bb6c
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1159-2_430-5-2 Mathematics (Basic).pdf,24,80,430/5/2,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,ad1f3115eb24f5583efcda548fed52b752fbd6087aeb6cb54ffb96261e51aa8d
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1159-3_430-5-3 Mathematics (Basic).pdf,24,80,430/5/3,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,dcbf32881b31823534ce822890093210b4a7af39e89de0f829d92c58c336eee7
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1164_30(B)_Mathematics Standard.pdf,24,80,,English/Hindi,MAIN,ACCEPTED,,4a65a60c1009f4d2efa0a9907aa0f5daf946826a5d008019bb4cd161755650d8
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1167_430(B)_Mathematics (Basic).pdf,24,80,,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,48eecda568fe246e33e032adc6be2dd529e88c46a5f6e933912f3c68ca218133
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1171-1_30-4-1  (Mathematics Standard).pdf,24,80,30/4/1,English/Hindi,MAIN,ACCEPTED,,d94a90cf1c5b0043dabbe682ead56cc04257170710351b26867c29dc397247c8
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1171-2_30-4-2  (Mathematics Standard).pdf,24,80,30/4/2,English/Hindi,MAIN,ACCEPTED,,da1fcc40e6e4997da923ede93e8a6a7e615de352b86861f59c6637388aa1ec2e
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1171-3_30-4-3  (Mathematics Standard).pdf,24,80,30/4/3,English/Hindi,MAIN,ACCEPTED,,48c16f4344c3d14b9a9eb799f6509b17da1bde2e29c3375b268ca2dd1f85c662
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1172-1_30-5-1  (Mathematics Standard).pdf,24,80,30/5/1,English/Hindi,MAIN,ACCEPTED,,ca04342ff1febf5ed55300f02b4837679575c1c588f1de0dccbb3992dcb17e22
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1172-2_30-5-2  (Mathematics Standard).pdf,24,80,30/5/2,English/Hindi,MAIN,ACCEPTED,,8843e802a366fb2eda26c522535b28fec761c82b11066690c2674442f81b3db0
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/1172-3_30-5-3  (Mathematics Standard).pdf,24,80,30/5/3,English/Hindi,MAIN,ACCEPTED,,8a6118e9b10f7a92a1b5858b978a8a23cfee7d3be93c2fd6681c44b63aea2b4b
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/30-1-1P-Maths (Std)_X.pdf,16,,,English/Hindi,MAIN,ACCEPTED,,5e3ff7f2df59ffee236565054b3644a3f571c12e92449ea922f5804c91e0c800
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/30-1-2P-Maths (Std)_X.pdf,16,,,English/Hindi,MAIN,ACCEPTED,,424a2274667f858068b151927688ee764f7b32be35386c301ce9f734c5371598
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/30-1-3P-Maths (Std)_X.pdf,16,,,English/Hindi,MAIN,ACCEPTED,,284d96753c1abeb8b8a53b4b587079492e7fedfff88a9d9c8fa717b941a8dded
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/30_2_1_Mathematics Std._cl.10.pdf,27,,,English/Hindi,MAIN,ACCEPTED,,948ee2bd5898bd3b60abba557f655bb496e8480bb281b8dea04bdb2621939994
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/30_2_2_Mathematics Std._cl.10.pdf,27,,,English/Hindi,MAIN,ACCEPTED,,04fdabdfc4e7241183e082837cb343abafa3f7c1becb540bec715a83b437e06a
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/30_2_3_Mathematics Std._cl.10.pdf,27,,,English/Hindi,MAIN,ACCEPTED,,b44cf427b7c8a345e3728d0b0f4195ab85e4f08ac770862354c7bdca0f8429b3
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/30_3_1_Mathematics Std._cl.10.pdf,27,,,English/Hindi,MAIN,ACCEPTED,,7963d908f43244a9e69812f64f2779c89cc4347014d1c0f59e44a0e9a3d8476f
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/30_3_2_Mathematics Std._cl.10.pdf,27,,,English/Hindi,MAIN,ACCEPTED,,a2775d015188ae39e678467a50793dee261f0dde86784f573238e25941e9c0c3
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/30_3_3_Mathematics Std._cl.10.pdf,27,,,English/Hindi,MAIN,ACCEPTED,,5f92e16b73490153b0d50eabedd3c36d7b46102d026e87a44e7721b5b1780121
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/430-1-1_Mathematics Basic.pdf,27,80,430/1/1,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,37824644898458b5a203d4bfac4dddf3ef21f3f1d03697720d408d78d699d4d8
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/430-1-2_Mathematics Basic.pdf,27,80,430/1/2,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,04f70280daa8d2555afdbaacbd93d218713e1c1f6c483fcad76a089744a5942e
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/430-1-3_Mathematics Basic.pdf,27,80,430/1/3,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,d4720737bd37c92ff5da2e81b93926f612702e608fff3f5f854d527395156f7b
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/430-2-1_Mathematics Basic.pdf,23,80,430/2/1,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,397fcf18bccd3ff2421ba7fb0a7ac266c4fed32963d8e25a5bc118bc631fee18
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/430-2-2_Mathematics Basic.pdf,23,80,430/2/2,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,5181c721e891056dcb77d7406ad432672aaff5c8e10c9813fcd79040d852c01d
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/430-2-3_Mathematics Basic.pdf,23,80,430/2/3,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,8656ed804b99665c3038cedc79a770accc53a80dcafe031803cf502db9296a72
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/430-3-1_Mathematics Basic.pdf,27,80,430/3/1,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,5d0966350e3e2fda25ca4c718e16c6bd19e518d5b34b75b2f51c380c1ef7cff7
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/430-3-2_Mathematics Basic.pdf,27,80,430/3/2,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,ca76e58b9afc78fd17e756e1a0871a6d42abe367f4d44e8c57ad3dd1b057485f
2026,Mathematics Standard,041,041_Mathematics_Standard_2026-extracted,2026/041_Mathematics_Standard_2026-extracted/Mathematics_Standard/430-3-3_Mathematics Basic.pdf,27,80,430/3/3,English/Hindi,EXCLUDED,QUARANTINED,MATHEMATICS_BASIC_241,5d7d441114dfaf4ffdb864b9d6c2b7bbada26b38ed1d3f1103062cc543f10b08
2026,Science,086,086_Science_2026-extracted,2026/086_Science_2026-extracted/Science/1190-1_31-4-1_Science.pdf,32,80,31/4/1,English/Hindi,MAIN,ACCEPTED,,16bf68f08c45fd963c6d78b1cac99fdd3ae53075e57a12f44156fe34905d4974
