question_id,subject,unit,chapter,topic_atom,outcome_code,outcome,official_requirement_ids,official_source_reference,kind,difficulty,marks,pool,stimulus,prompt,options,correct_answer,explanation,scoring_rule,current_status,automated_blockers,automated_warnings,sme_decision,sme_correction,sme_comment,sme_name,sme_qualification,sme_signature_date
"C10-2627-MATH-REQ018-DIAG-002","Mathematics","Algebra","Arithmetic Progressions","nth Term and Sum of n Terms of an AP","LO_M5.1.1","Derive and apply formulas for the nth term (an) and sum of first n terms (Sn) of an Arithmetic Progression.","REQ_MATH_2026_018 | REQ_MATH_2026_019 | REQ_MATH_2026_020 | REQ_MATH_2026_021","Maths_SecP1X_2026-27.pdf Page 3","mcq","3","1","DIAGNOSTIC","","Find the sum of the first 20 terms of the arithmetic progression 3, 7, 11, ...","840 | 760 | 820 | 800","820","With a = 3, d = 4 and n = 20, Sn = (n/2)(2a + (n - 1)d) = 10 x (6 + 76) = 820.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ018-REASS-001","Mathematics","Algebra","Arithmetic Progressions","nth Term and Sum of n Terms of an AP","LO_M5.1.1","Derive and apply formulas for the nth term (an) and sum of first n terms (Sn) of an Arithmetic Progression.","REQ_MATH_2026_018 | REQ_MATH_2026_019 | REQ_MATH_2026_020 | REQ_MATH_2026_021","Maths_SecP1X_2026-27.pdf Page 3","short_answer","3","3","FRESH_REASSESSMENT","","Which term of the arithmetic progression 21, 18, 15, ... is -81?","","the 35th term","Here a = 21 and d = -3, so 21 - 3(n - 1) = -81 gives 3(n - 1) = 102 and n = 35.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ018-REASS-002","Mathematics","Algebra","Arithmetic Progressions","nth Term and Sum of n Terms of an AP","LO_M5.1.1","Derive and apply formulas for the nth term (an) and sum of first n terms (Sn) of an Arithmetic Progression.","REQ_MATH_2026_018 | REQ_MATH_2026_019 | REQ_MATH_2026_020 | REQ_MATH_2026_021","Maths_SecP1X_2026-27.pdf Page 3","mcq","3","1","FRESH_REASSESSMENT","","Find the sum of the first 15 multiples of 8.","900 | 960 | 840 | 1080","960","The multiples form an AP with a = 8 and d = 8, so S15 = 8(1 + 2 + ... + 15) = 8 x 120 = 960.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ018-REASS-003","Mathematics","Algebra","Arithmetic Progressions","nth Term and Sum of n Terms of an AP","LO_M5.1.1","Derive and apply formulas for the nth term (an) and sum of first n terms (Sn) of an Arithmetic Progression.","REQ_MATH_2026_018 | REQ_MATH_2026_019 | REQ_MATH_2026_020 | REQ_MATH_2026_021","Maths_SecP1X_2026-27.pdf Page 3","case_study","3","4","FRESH_REASSESSMENT","","A parent saves 200 rupees in the first month of the year and increases the amount saved by 50 rupees every following month, keeping this up for twelve months.  How much is saved in total over the twelve months?","","5700 rupees","The savings form an AP with a = 200 and d = 50, so S12 = (12/2)(400 + 11 x 50) = 6 x 950 = 5700.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ018-REASS-004","Mathematics","Algebra","Arithmetic Progressions","nth Term and Sum of n Terms of an AP","LO_M5.1.1","Derive and apply formulas for the nth term (an) and sum of first n terms (Sn) of an Arithmetic Progression.","REQ_MATH_2026_018 | REQ_MATH_2026_019 | REQ_MATH_2026_020 | REQ_MATH_2026_021","Maths_SecP1X_2026-27.pdf Page 3","short_answer","4","3","FRESH_REASSESSMENT","","In an arithmetic progression the first term is 7 and the 13th term is 35. Find the common difference and the sum of the first 13 terms.","","d = 7/3 and S13 = 273","a13 = a + 12d gives 35 = 7 + 12d, so d = 28/12 = 7/3. Then S13 = (13/2)(7 + 35) = 273.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ018-REASS-005","Mathematics","Algebra","Arithmetic Progressions","nth Term and Sum of n Terms of an AP","LO_M5.1.1","Derive and apply formulas for the nth term (an) and sum of first n terms (Sn) of an Arithmetic Progression.","REQ_MATH_2026_018 | REQ_MATH_2026_019 | REQ_MATH_2026_020 | REQ_MATH_2026_021","Maths_SecP1X_2026-27.pdf Page 3","assertion_reason","2","1","FRESH_REASSESSMENT","","Assertion (A): The terms of every arithmetic progression increase as n increases. Reason (R): In an arithmetic progression each term differs from the previous one by a fixed number d. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","A is false but R is true.","The fixed difference may be negative, as in 10, 7, 4, ..., where the terms decrease. So A is false while R is true.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ022-DIAG-001","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","2","2","DIAGNOSTIC","","Find the distance between the points A(3, 4) and B(-1, 1).","","5 units","The distance is root((3 - (-1))^2 + (4 - 1)^2) = root(16 + 9) = 5 units.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-DIAG-002","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","2","2","DIAGNOSTIC","","Find the distance of the point P(7, 24) from the origin.","","25 units","The distance from the origin is root(7^2 + 24^2) = root 625 = 25 units.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-DIAG-003","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","4","3","DIAGNOSTIC","","Find the point on the x-axis that is equidistant from A(2, -5) and B(-2, 9).","","(-7, 0)","Let the point be (x, 0). Then (x - 2)^2 + 25 = (x + 2)^2 + 81, so -8x = 56 and x = -7.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-DIAG-004","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","mcq","1","1","DIAGNOSTIC","","The midpoint of the line segment joining (-3, 7) and (5, -1) is","(4, 3) | (1, 3) | (2, 6) | (-1, 4)","(1, 3)","The midpoint is ((-3 + 5)/2, (7 + (-1))/2) = (1, 3).","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-DIAG-005","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","3","3","DIAGNOSTIC","","Find the coordinates of the point that divides the line segment joining (1, 2) and (6, 7) internally in the ratio 2 : 3.","","(3, 4)","By the section formula the point is ((2 x 6 + 3 x 1)/5, (2 x 7 + 3 x 2)/5) = (15/5, 20/5) = (3, 4).","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-DIAG-006","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","case_study","3","4","DIAGNOSTIC","","A rectangular park is mapped on a coordinate grid in which one unit represents 10 metres. The east gate is at E(2, 3) and the north gate is at N(8, 11).  Find the straight-line distance between the two gates in metres.","","100 metres","The distance on the grid is root(36 + 64) = 10 units, and each unit is 10 m, so the gates are 100 m apart.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ022-DIAG-007","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","mcq","3","1","DIAGNOSTIC","","The triangle with vertices O(0, 0), A(4, 0) and B(0, 4) is","scalene and obtuse | right angled and scalene | right angled and isosceles | equilateral","right angled and isosceles","OA = OB = 4 and the angle at O between the axes is 90 degrees, so the triangle is right angled and isosceles.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-DIAG-008","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","3","3","DIAGNOSTIC","","The distance between the points (2, y) and (10, -1) is 10 units. Find the possible values of y.","","y = 5 or y = -7","64 + (y + 1)^2 = 100 gives (y + 1)^2 = 36, so y + 1 = 6 or -6 and y = 5 or -7.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-DIAG-009","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","4","4","DIAGNOSTIC","","Find the coordinates of the points of trisection of the line segment joining A(2, -2) and B(-7, 4).","","(-1, 0) and (-4, 2)","Dividing in 1 : 2 gives ((1 x -7 + 2 x 2)/3, (1 x 4 + 2 x -2)/3) = (-1, 0), and dividing in 2 : 1 gives (-4, 2).","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-DIAG-010","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","assertion_reason","2","1","DIAGNOSTIC","","Assertion (A): The midpoint of a segment divides it in the ratio 1 : 1. Reason (R): The section formula with m = n reduces to the average of the coordinates of the endpoints. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","Putting m = n in the section formula gives ((x1 + x2)/2, (y1 + y2)/2), which is exactly the midpoint.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ022-DIAG-011","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","4","3","DIAGNOSTIC","","In what ratio does the x-axis divide the line segment joining A(2, -3) and B(5, 6)?","","1 : 2","On the x-axis the y-coordinate is 0, so (6m - 3n)/(m + n) = 0, giving 6m = 3n and m : n = 1 : 2.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-DIAG-012","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","mcq","2","1","DIAGNOSTIC","","The distance between the points (a, 0) and (0, b) is","a + b | root(a^2 - b^2) | |a - b| | root(a^2 + b^2)","root(a^2 + b^2)","The distance formula gives root((a - 0)^2 + (0 - b)^2) = root(a^2 + b^2).","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ022-DIAG-013","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","data_interpretation","3","3","DIAGNOSTIC","","Three sensors are placed on a coordinate grid: | Sensor | Position | | S1 | (3, 4) | | S2 | (-6, 2) | | S3 | (5, -12) |  Which sensor is nearest to the origin, and what is its distance?","","S1, at 5 units","The distances from the origin are 5, root 40 which is about 6.32, and 13, so S1 is nearest.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ022-DIAG-014","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","4","4","DIAGNOSTIC","","Three vertices of a parallelogram taken in order are A(1, 2), B(4, 3) and C(6, 6). Find the fourth vertex D.","","(3, 5)","The diagonals of a parallelogram bisect each other, so the midpoint of AC equals the midpoint of BD. Hence D = A + C - B = (1 + 6 - 4, 2 + 6 - 3) = (3, 5).","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-DIAG-015","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","3","2","DIAGNOSTIC","","The endpoints of a diameter of a circle are (-2, 3) and (8, -5). Find the centre of the circle.","","(3, -1)","The centre is the midpoint of the diameter, ((-2 + 8)/2, (3 + (-5))/2) = (3, -1).","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-DIAG-016","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","case_study","4","4","DIAGNOSTIC","","A delivery rider starts at the depot D(0, 0), rides to a customer at C1(6, 8) and then to a second customer at C2(6, 20). Each grid unit is one kilometre and the rider travels in straight lines.  Find the total distance ridden from the depot to the second customer.","","22 km","D to C1 is root(36 + 64) = 10 km and C1 to C2 is root(0 + 144) = 12 km, so the total is 22 km.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ022-DIAG-017","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","true_false","2","1","DIAGNOSTIC","","State whether the following is true or false, and justify in one line: The points (1, 1), (2, 2) and (3, 3) are collinear.","True | False","True","The distances give AB = BC = root 2 and AC = 2 root 2, so AB + BC = AC and the points lie on one line.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ022-REASS-001","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","2","2","FRESH_REASSESSMENT","","Find the distance between the points P(-5, 7) and Q(-1, 3), leaving the answer in surd form.","","4 root 2 units","The distance is root((-5 + 1)^2 + (7 - 3)^2) = root 32 = 4 root 2 units, about 5.66 units.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-REASS-002","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","2","2","FRESH_REASSESSMENT","","How far is the point (-9, 12) from the origin?","","15 units","The distance is root(81 + 144) = root 225 = 15 units.","Answer-key match with educator override. 2 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-REASS-003","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","4","3","FRESH_REASSESSMENT","","Find the point on the y-axis that is equidistant from A(5, -2) and B(-3, 2).","","(0, -2)","Let the point be (0, y). Then 25 + (y + 2)^2 = 9 + (y - 2)^2, so 8y = -16 and y = -2.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-REASS-004","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","mcq","1","1","FRESH_REASSESSMENT","","The midpoint of the segment joining (7, -3) and (-1, 9) is","(4, 6) | (3, 6) | (6, 3) | (3, 3)","(3, 3)","The midpoint is ((7 - 1)/2, (-3 + 9)/2) = (3, 3).","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-REASS-005","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","3","3","FRESH_REASSESSMENT","","Find the point dividing the segment joining (-1, 7) and (4, -3) internally in the ratio 3 : 1.","","(11/4, -1/2)","By the section formula the point is ((3 x 4 + 1 x -1)/4, (3 x -3 + 1 x 7)/4) = (11/4, -2/4) = (11/4, -1/2).","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-REASS-006","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","case_study","3","4","FRESH_REASSESSMENT","","Two mobile towers are marked on a survey grid at T1(-4, -3) and T2(8, 2), where one grid unit represents 100 metres.  Find the distance between the towers in metres.","","1300 metres","The grid distance is root(144 + 25) = 13 units, and each unit is 100 m, so the towers are 1300 m apart.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ022-REASS-007","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","mcq","3","1","FRESH_REASSESSMENT","","The perimeter of the triangle with vertices (0, 0), (3, 0) and (0, 4) is","10 units | 14 units | 12 units | 7 units","12 units","The side lengths are 3, 4 and root(9 + 16) = 5, so the perimeter is 12 units.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-REASS-008","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","3","3","FRESH_REASSESSMENT","","The distance between (x, 2) and (3, -6) is 17 units. Find the possible values of x.","","x = 18 or x = -12","(x - 3)^2 + 64 = 289 gives (x - 3)^2 = 225, so x - 3 = 15 or -15 and x = 18 or -12.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-REASS-009","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","4","4","FRESH_REASSESSMENT","","Find the two points that divide the segment joining A(-2, 2) and B(7, -4) in the ratios 1 : 2 and 2 : 1.","","(1, 0) and (4, -2)","For 1 : 2 the point is ((7 + 2 x -2)/3, (-4 + 2 x 2)/3) = (1, 0); for 2 : 1 it is ((14 - 2)/3, (-8 + 2)/3) = (4, -2).","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-REASS-010","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","assertion_reason","3","1","FRESH_REASSESSMENT","","Assertion (A): A point dividing a segment externally cannot be found with the internal section formula as it stands. Reason (R): The internal section formula uses the sum m + n in its denominator. Choose the correct option.","Both A and R are true and R is the correct explanation of A. | Both A and R are true but R is not the correct explanation of A. | A is true but R is false. | A is false but R is true.","Both A and R are true and R is the correct explanation of A.","External division requires the difference of the ratio parts, so the internal formula with m + n does not apply unmodified.","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ022-REASS-011","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","4","3","FRESH_REASSESSMENT","","In what ratio does the y-axis divide the segment joining A(-3, 5) and B(6, -2)?","","1 : 2","On the y-axis x = 0, so (6m - 3n)/(m + n) = 0, giving 6m = 3n and m : n = 1 : 2.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-REASS-012","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","mcq","2","1","FRESH_REASSESSMENT","","The distance between the points (-a, -b) and (a, b) is","4(a^2 + b^2) | 2 root(a^2 + b^2) | root(a^2 + b^2) | 2(a + b)","2 root(a^2 + b^2)","The differences are 2a and 2b, so the distance is root(4a^2 + 4b^2) = 2 root(a^2 + b^2).","Exact option match. 1 mark for the correct option, 0 otherwise.","draft / unverified","none","none","","","","","",""
"C10-2627-MATH-REQ022-REASS-013","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","data_interpretation","3","3","FRESH_REASSESSMENT","","Distances of three points from the origin are to be compared: | Point | Coordinates | | A | (8, 15) | | B | (-12, 5) | | C | (9, -12) |  List the points in increasing order of their distance from the origin.","","B (13), C (15), A (17)","The distances are root 289 = 17, root 169 = 13 and root 225 = 15 respectively.","Answer-key match with educator override. 3 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK STIMULUS_EMBEDDED","","","","","",""
"C10-2627-MATH-REQ022-REASS-014","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","4","4","FRESH_REASSESSMENT","","Three consecutive vertices of a parallelogram are A(-1, 0), B(3, 1) and C(2, 2). Find the fourth vertex D.","","(-2, 1)","Since the diagonals bisect each other, D = A + C - B = (-1 + 2 - 3, 0 + 2 - 1) = (-2, 1).","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
"C10-2627-MATH-REQ022-REASS-015","Mathematics","Coordinate Geometry","Coordinate Geometry","Distance and Section Formulas","LO_M7.1.1","Derive and apply Distance Formula and Section Formula in Cartesian coordinate space.","REQ_MATH_2026_022 | REQ_MATH_2026_023","Maths_SecP1X_2026-27.pdf Page 3","short_answer","4","4","FRESH_REASSESSMENT","","The endpoints of a diameter of a circle are (4, -1) and (-2, 5). Find the centre and the radius.","","Centre (1, 2) and radius 3 root 2 units","The centre is the midpoint (1, 2). The diameter is root(36 + 36) = 6 root 2, so the radius is 3 root 2, about 4.24 units.","Answer-key match with educator override. 4 marks maximum, partial credit at reviewer discretion.","draft / unverified","none","NUMERIC_CHECK","","","","","",""
